restaurant_name;restaurant_id;attribution;note;restaurant_type[0];restaurant_type[1];restaurant_type[2];restaurant_type[3];ranking_general;ranking_cuisinetype;address;Arrondissement;Ville;Nb avis;excellent;verygood;medium;mediocre;horrible;cuisine;service;ratio;ambiance;URL
Relais De La Tour;d2301574; Page non attribuée;3;Intermédiaire;Française;Européenne;-;N° 13 768 sur 15301 restaurants à  Paris;N° 13 768 sur 15301 Restaurants à  Paris;27 Avenue de la Bourdonnais;75007;Paris France;199;15;32;13;6;22;3,5;3,5;3,5;3,5;https://www.tripadvisor.fr/Restaurant_Review-g187147-d2301574-Reviews-Relais_De_La_Tour-Paris_Ile_de_France.html
Le Liberte Brasserie-Restaurant;d2443311; Page non attribuée;3;Intermédiaire;Française;Européenne;-;N° 14 226 sur 15301 restaurants à  Paris;N° 6 579 sur 6939 Française à  Paris;190 Avenue d Italie;75013;Paris France;68;8;14;17;9;9;3,5;3,5;3;3,5;https://www.tripadvisor.fr/Restaurant_Review-g187147-d2443311-Reviews-Le_Liberte_Brasserie_Restaurant-Paris_Ile_de_France.html
Esmeralda;d5924082; Page non attribuée;3;Intermédiaire;Française;Européenne;-;N° 14 728 sur 15301 restaurants à  Paris;N° 6 733 sur 6939 Française à  Paris;2 Rue Cloà®tre Notre Dame;75004;Paris France;380;10;40;24;23;47;3;3;3;3,5;https://www.tripadvisor.fr/Restaurant_Review-g187147-d5924082-Reviews-Esmeralda-Paris_Ile_de_France.html
Le Cercle Luxembourg;d2171628; Page non attribuée;3;Intermédiaire;Française;Européenne;Végétariens bienvenus;N° 11 644 sur 15301 restaurants à  Paris;N° 5 845 sur 6939 Française à  Paris;1 rue Gay Lussac;75005;Paris France;234;23;39;15;17;22;3;3,5;3;3,5;https://www.tripadvisor.fr/Restaurant_Review-g187147-d2171628-Reviews-Le_Cercle_Luxembourg-Paris_Ile_de_France.html
Les Ecuries;d1950667; Page non attribuée;2,5;Intermédiaire;Française;Européenne;-;N° 14 908 sur 15301 restaurants à  Paris;N° 6 798 sur 6939 Française à  Paris;5 rue Washington;75008;Paris France;238;14;21;23;21;44;3;3;2,5;3;https://www.tripadvisor.fr/Restaurant_Review-g187147-d1950667-Reviews-Les_Ecuries-Paris_Ile_de_France.html
La Petite Provence;d3561431; Page non attribuée;2,5;Intermédiaire;Française;Européenne;-;N° 14 977 sur 15301 restaurants à  Paris;N° 6 822 sur 6939 Française à  Paris;8 rue du Pot de Fer;75005;Paris France;133;4;14;7;10;31;2,5;3;3;3,5;https://www.tripadvisor.fr/Restaurant_Review-g187147-d3561431-Reviews-La_Petite_Provence-Paris_Ile_de_France.html
L'Horloge;d3464558; Page non attribuée;2,5;Intermédiaire;Française;Européenne;-;N° 15 203 sur 15301 restaurants à  Paris;N° 6 903 sur 6939 Française à  Paris;212  avenue Jean Jaurà¨s;75019;Paris France;156;3;22;29;30;48;2,5;3;3;2,5;https://www.tripadvisor.fr/Restaurant_Review-g187147-d3464558-Reviews-L_Horloge-Paris_Ile_de_France.html
Les Crepes de Louis Marie;d9784431; Page attribuée;5;Repas économique;Française;Européenne;Végétariens bienvenus;N° 119 sur 15301 restaurants à  Paris;N° 76 sur 6939 Française à  Paris;1  Rue de l'Arbalà¨te;75005;Paris France;216;113;22;4;1;0;4,5;5;4,5;5;https://www.tripadvisor.fr/Restaurant_Review-g187147-d9784431-Reviews-Les_Crepes_de_Louis_Marie-Paris_Ile_de_France.html
Marche Ou Crêpe;d12322841; Page attribuée;5;Repas économique;Française;Européenne;Végétariens bienvenus;N° 175 sur 15301 restaurants à  Paris;N° 117 sur 6939 Française à  Paris;18 rue des Haies;75020;Paris France;347;178;22;5;2;1;4,5;5;5;5;https://www.tripadvisor.fr/Restaurant_Review-g187147-d12322841-Reviews-Marche_Ou_Crepe-Paris_Ile_de_France.html
L'Express de Lyon;d798001; Page attribuée;4,5;Repas économique;Française;Bar;Européenne;N° 666 sur 15301 restaurants à  Paris;N° 466 sur 6939 Française à  Paris;1 Rue de Lyon;75012;Paris France;285;90;86;8;2;0;4;4,5;4,5;4;https://www.tripadvisor.fr/Restaurant_Review-g187147-d798001-Reviews-L_Express_de_Lyon-Paris_Ile_de_France.html
Restaurant Simone Lemon;d10033776; Page attribuée;4,5;Repas économique;Française;Européenne;Traiteur;N° 2 628 sur 15301 restaurants à  Paris;N° 1 679 sur 6939 Française à  Paris;30 Rue le Peletier;75009;Paris France;126;66;35;6;5;3;4,5;4,5;4,5;5;https://www.tripadvisor.fr/Restaurant_Review-g187147-d10033776-Reviews-Restaurant_Simone_Lemon-Paris_Ile_de_France.html
La Petite Bouclerie;d1540753; Page attribuée;4,5;Repas économique;Française;Végétariens bienvenus;Choix végétaliens;N° 652 sur 15301 restaurants à  Paris;N° 462 sur 6939 Française à  Paris;33 rue de la Harpe;75005;Paris France;381;86;50;12;6;1;4;4,5;4,5;4;https://www.tripadvisor.fr/Restaurant_Review-g187147-d1540753-Reviews-La_Petite_Bouclerie-Paris_Ile_de_France.html
Le Baron Rouge;d782199; Page attribuée;4,5;Repas économique;Française;Bar à  vins;-;N° 233 sur 15301 restaurants à  Paris;N° 162 sur 6939 Française à  Paris;1 Theophile Roussel;75012;Paris France;513;103;55;8;2;3;4,5;4;4,5;4,5;https://www.tripadvisor.fr/Restaurant_Review-g187147-d782199-Reviews-Le_Baron_Rouge-Paris_Ile_de_France.html
La_Creperie;d7646953; Page attribuée;4,5;Repas économique;Française;Café;Européenne;N° 786 sur 15301 restaurants à  Paris;N° 550 sur 6939 Française à  Paris;12 Rue Pasquier;75008;Paris France;338;125;24;7;4;2;4,5;4,5;4,5;5;https://www.tripadvisor.fr/Restaurant_Review-g187147-d7646953-Reviews-La_Creperie-Paris_Ile_de_France.html
Chez Gladines;d5883980; Page attribuée;4;Repas économique;Française;Basque;-;N° 1 880 sur 15301 restaurants à  Paris;N° 1 219 sur 6939 Française à  Paris;30 rue des 5 Diamants;75013;Paris France;1086;171;247;69;43;46;4;4;4,5;4;https://www.tripadvisor.fr/Restaurant_Review-g187147-d5883980-Reviews-Chez_Gladines-Paris_Ile_de_France.html
Chez Suzette;d2244687; Page attribuée;4;Repas économique;Française;Européenne;Plats sans gluten;N° 3 297 sur 15301 restaurants à  Paris;N° 2 043 sur 6939 Française à  Paris;12 rue de la Harpe;75005;Paris France;256;17;33;12;11;14;4;4;4;3,5;https://www.tripadvisor.fr/Restaurant_Review-g187147-d2244687-Reviews-Chez_Suzette-Paris_Ile_de_France.html
L'Annexe;d8410203; Page attribuée;4;Repas économique;Française;Européenne;-;N° 5 248 sur 15301 restaurants à  Paris;N° 3 076 sur 6939 Française à  Paris;6 Boulevard de l'Hà´pital;75005;Paris France;120;43;40;5;4;13;3,5;4;3,5;5;https://www.tripadvisor.fr/Restaurant_Review-g187147-d8410203-Reviews-L_Annexe-Paris_Ile_de_France.html
Le Bouillon Chartier;d714938; Page attribuée;4;Repas économique;Française;Européenne;-;N° 2 299 sur 15301 restaurants à  Paris;N° 1 474 sur 6939 Française à  Paris;7 Rue du Faubourg Montmartre Metro Grands Boulevards;75009;Paris France;15026;2262;3577;1286;501;340;3,5;3,5;4;4;https://www.tripadvisor.fr/Restaurant_Review-g187147-d714938-Reviews-Le_Bouillon_Chartier-Paris_Ile_de_France.html
Bistrot Régent;d12063958; Page attribuée;3,5;Repas économique;Française;Européenne;-;N° 5 347 sur 15301 restaurants à  Paris;N° 3 129 sur 6939 Française à  Paris;19 rue de Chateaudun;75009;Paris France;182;34;60;24;19;18;4;4;4;4;https://www.tripadvisor.fr/Restaurant_Review-g187147-d12063958-Reviews-Bistro_Regent_Paris_9-Paris_Ile_de_France.html
la belle ronde;d953748; Page attribuée;3,5;Repas économique;Française;Européenne;Végétariens bienvenus;N° 3 766 sur 15301 restaurants à  Paris;N° 2 294 sur 6939 Française à  Paris;19 rue Daguerre;75014;Paris France;376;48;125;65;32;23;3,5;3,5;3,5;4;https://www.tripadvisor.fr/Restaurant_Review-g187147-d953748-Reviews-La_belle_ronde-Paris_Ile_de_France.html
Flam's;d5324754; Page attribuée;3;Repas économique;Française;-;-;N° 11 001 sur 15301 restaurants à  Paris;N° 5 644 sur 6939 Française à  Paris;32 avenue du Maine Montparnasse Tower;75015;Paris France;208;17;61;34;27;26;3;3,5;3,5;3;https://www.tripadvisor.fr/Restaurant_Review-g187147-d5324754-Reviews-Flam_s-Paris_Ile_de_France.html
Bistrot & Bouchon;d4971919; Page attribuée;3;Repas économique;Française;-;-;N° 14 221 sur 15301 restaurants à  Paris;N° 6 576 sur 6939 Française à  Paris;44 boulevard de Bercy;75012;Paris France;96;8;15;16;12;15;3;3,5;3,5;3;https://www.tripadvisor.fr/Restaurant_Review-g187147-d4971919-Reviews-Bistrot_Bouchon-Paris_Ile_de_France.html
Les Balcons;d3725902; Page attribuée;2,5;Repas économique;Française;-;-;N° 14 962 sur 15301 restaurants à  Paris;N° 6 816 sur 6939 Française à  Paris;45 Rue de Saint-Pà©tersbourg;75008;Paris France;57;3;10;3;2;5;2,5;3;2,5;2;https://www.tripadvisor.fr/Restaurant_Review-g187147-d3725902-Reviews-Les_Balcons-Paris_Ile_de_France.html
Carotte Bleue;d10190761; Page non attribuée;5;Repas économique;Française;Européenne;Végétariens bienvenus;N° 411 sur 15301 restaurants à  Paris;N° 289 sur 6939 Française à  Paris;102 Rue Doudeauville;75018;Paris France;85;37;3;3;0;0;5;5;5;5;https://www.tripadvisor.fr/Restaurant_Review-g187147-d10190761-Reviews-Carotte_Bleue-Paris_Ile_de_France.html
Les Voisins;d3778498; Page non attribuée;4,5;Repas économique;Française;Européenne;-;N° 5 692 sur 15301 restaurants à  Paris;N° 3 311 sur 6939 Française à  Paris;14 rue de Capri;75012;Paris France;31;18;9;1;2;0;4,5;4,5;4;2;https://www.tripadvisor.fr/Restaurant_Review-g187147-d3778498-Reviews-Les_Voisins-Paris_Ile_de_France.html
Le Petit Quercy;d807901; Page non attribuée;4,5;Repas économique;Française;Européenne;-;N° 3 660 sur 15301 restaurants à  Paris;N° 2 240 sur 6939 Française à  Paris;114 boulevard Diderot;75012;Paris France;44;31;6;1;0;1;5;5;4,5;4,5;https://www.tripadvisor.fr/Restaurant_Review-g187147-d807901-Reviews-Le_Petit_Quercy-Paris_Ile_de_France.html
Picto Sandwicherie Artisanale;d8754553; Page non attribuée;4,5;Repas économique;Française;Végétariens bienvenus;-;N° 3 315 sur 15301 restaurants à  Paris;N° 2 054 sur 6939 Française à  Paris;68 rue la Fayette;75009;Paris France;101;42;24;3;2;5;4,5;4,5;4;4;https://www.tripadvisor.fr/Restaurant_Review-g187147-d8754553-Reviews-Picto_Sandwicherie_Artisanale-Paris_Ile_de_France.html
La caravane;d858011; Page non attribuée;4;Repas économique;Française;Européenne;Fusion;N° 2 913 sur 15301 restaurants à  Paris;N° 1 832 sur 6939 Française à  Paris;35 rue de la Fontaine au Roi;75011;Paris France;120;34;39;14;5;2;4;4;4;4;https://www.tripadvisor.fr/Restaurant_Review-g187147-d858011-Reviews-La_caravane-Paris_Ile_de_France.html
Bistro des Panoramas;d3702626; Page non attribuée;4;Repas économique;Française;Européenne;-;N° 5 240 sur 15301 restaurants à  Paris;N° 3 074 sur 6939 Française à  Paris;10 Passage des Panoramas;75002;Paris France;162;21;44;16;7;9;3,5;4;4;4;https://www.tripadvisor.fr/Restaurant_Review-g187147-d3702626-Reviews-Bistro_des_Panoramas-Paris_Ile_de_France.html
Guest;d2178233; Page non attribuée;4;Repas économique;Française;Européenne;-;N° 7 372 sur 15301 restaurants à  Paris;N° 4 151 sur 6939 Française à  Paris;91 avenue des Ternes;75017;Paris France;40;6;15;4;0;3;4;4;4;4;https://www.tripadvisor.fr/Restaurant_Review-g187147-d2178233-Reviews-Guest-Paris_Ile_de_France.html
Les Galandines;d3237575; Page non attribuée;4;Repas économique;Française;Végétariens bienvenus;-;N° 1 249 sur 15301 restaurants à  Paris;N° 854 sur 6939 Française à  Paris;57 rue Galande;75005;Paris France;279;42;48;21;3;4;4,5;4;4;3,5;https://www.tripadvisor.fr/Restaurant_Review-g187147-d3237575-Reviews-Les_Galandines-Paris_Ile_de_France.html
La Fourmi;d795872; Page non attribuée;4;Repas économique;Française;Bar;Européenne;N° 3 621 sur 15301 restaurants à  Paris;N° 2 222 sur 6939 Française à  Paris;74 rue des Martyrs;75018;Paris France;158;28;36;15;6;5;3,5;3,5;4;4;https://www.tripadvisor.fr/Restaurant_Review-g187147-d795872-Reviews-La_Fourmi-Paris_Ile_de_France.html
La Fusee;d1337027; Page non attribuée;4;Repas économique;Française;Européenne;Végétariens bienvenus;N° 5 477 sur 15301 restaurants à  Paris;N° 3 202 sur 6939 Française à  Paris;168 rue Saint Martin;75003;Paris France;59;10;24;4;2;2;4;4;4;4;https://www.tripadvisor.fr/Restaurant_Review-g187147-d1337027-Reviews-La_Fusee-Paris_Ile_de_France.html
Le Royale;d1955063; Page non attribuée;4;Repas économique;Française;Européenne;Végétariens bienvenus;N° 1 313 sur 15301 restaurants à  Paris;N° 891 sur 6939 Française à  Paris;212 rue de Grenelle;75007;Paris France;315;53;38;10;4;5;4;4;4,5;4;https://www.tripadvisor.fr/Restaurant_Review-g187147-d1955063-Reviews-Le_Royale-Paris_Ile_de_France.html
Chez Kelly;d7078613; Page non attribuée;3,5;Repas économique;Française;Européenne;-;N° 6 139 sur 15301 restaurants à  Paris;N° 3 545 sur 6939 Française à  Paris;27 rue de la Harpe;75005;Paris France;204;19;20;9;4;11;3,5;4;4;3,5;https://www.tripadvisor.fr/Restaurant_Review-g187147-d7078613-Reviews-Chez_Kelly-Paris_Ile_de_France.html
Le Relais du Massif Central;d1382410; Page non attribuée;3,5;Repas économique;Française;Européenne;-;N° 8 620 sur 15301 restaurants à  Paris;N° 4 719 sur 6939 Française à  Paris;16 rue Daval Dette er ikke Republique men Bastille - Kvarter: Bastille;75011;Paris France;90;10;26;9;6;8;3,5;3,5;4;2,5;https://www.tripadvisor.fr/Restaurant_Review-g187147-d1382410-Reviews-Le_Relais_du_Massif_Central-Paris_Ile_de_France.html
Dede la Frite;d784495; Page non attribuée;3,5;Repas économique;Française;Brasserie gastronomique;-;N° 7 105 sur 15301 restaurants à  Paris;N° 4 016 sur 6939 Française à  Paris;135 rue Montmartre;75002;Paris France;143;26;46;22;9;18;3;3,5;3,5;3,5;https://www.tripadvisor.fr/Restaurant_Review-g187147-d784495-Reviews-Dede_la_Frite-Paris_Ile_de_France.html
La Cantine Des Tontons;d1752364; Page non attribuée;3,5;Repas économique;Française;Européenne;-;N° 9 473 sur 15301 restaurants à  Paris;N° 5 071 sur 6939 Française à  Paris;36 rue de Dantzig;75015;Paris France;142;24;49;25;17;21;3;3;3,5;3,5;https://www.tripadvisor.fr/Restaurant_Review-g187147-d1752364-Reviews-La_Cantine_Des_Tontons-Paris_Ile_de_France.html
Le Ramus;d2445968; Page non attribuée;3;Repas économique;Française;Européenne;-;N° 13 416 sur 15301 restaurants à  Paris;N° 6 327 sur 6939 Française à  Paris;4 avenue du Pere Lachaise;75020;Paris France;69;5;15;12;7;11;3,5;3,5;3,5;3,5;https://www.tripadvisor.fr/Restaurant_Review-g187147-d2445968-Reviews-Le_Ramus-Paris_Ile_de_France.html
La Galette du Moulin;d5811557; Page non attribuée;3;Repas économique;Française;-;-;N° 14 165 sur 15301 restaurants à  Paris;N° 6 555 sur 6939 Française à  Paris;1 rue Veron;75018;Paris France;59;5;5;3;6;11;3,5;3;3,5;4;https://www.tripadvisor.fr/Restaurant_Review-g187147-d5811557-Reviews-La_Galette_du_Moulin-Paris_Ile_de_France.html
L' Auberge St-Severin;d1725149; Page non attribuée;2,5;Repas économique;Française;Européenne;-;N° 14 858 sur 15301 restaurants à  Paris;N° 6 778 sur 6939 Française à  Paris;28 rue Saint Severin;75005;Paris France;295;5;19;10;12;49;3;3;3;3;https://www.tripadvisor.fr/Restaurant_Review-g187147-d1725149-Reviews-L_Auberge_St_Severin-Paris_Ile_de_France.html
